title,handle,street,suburb,city,province,country,zip,phone,website,instagram_handle,tags,group,place_id,lat,long
Groundhog Social,groundhog-social,443 Esplanade,Manly,Brisbane,QLD,AUSTRALIA,4179,,https://www.facebook.com/Groundhog-Social-105604260835183/,groundhogsocial,cafe,Australia,ChIJpYvUrsxfkWsR3UQNwlqErLU,-27.452948,153.186724
Sweet Talk,sweet-talk,"2/203 Margret Street,",Toowoomba,Toowoomba,QLD,AUSTRALIA,4350,0423 203 726,http://sweettalkcoffee.com.au/,sweettalkcoffee,"cafe,stockist",Australia,ChIJq6p-Z2pclmsRkDJ3M0tjLcU,-27.5609457,151.9545186
Snack Man Restaurant,snack-man-restaurant,"Shop 6, 826 Ann Street",Fortitude Valley,Fortitude Valley,QLD,AUSTRALIA,4006,(07) 3252 1015,http://www.blendedhealthbar.com.au/,,cafe,Australia,ChIJg4xiWLhZkWsRYTuM65x78JM,-27.4549539,153.0379379
Peckish,peckish,14 Station Road,Cheltenham,Cheltenham,VIC,AUSTRALIA,3192,0407 895 796,,peckishcheltenham,cafe,Australia,ChIJ1XUhGC9s1moRKr3uXDkecBk,-37.967263,145.056338
Butter &amp; Co,butter-co,316 Pakington Street,Newton,Newton,VIC,AUSTRALIA,3220,0403 612 993,,butter_and_co,"cafe,stockist",Australia,ChIJ_9QynPUT1GoR-2MoTmkHBUE,-38.1555991,144.3456892
Commodity Cafe,commodity-cafe,441 St Kilda Road,St Kilda,St Kilda,,AUSTRALIA,3004,(03) 9867 1483,http://www.commoditycafe.com.au/,https:commoditycafe.com.aumenu,"cafe,stockist",Australia,ChIJRQqLFxxo1moRHmwKhOoadbQ,-37.839535,144.9776624
Wild Cherry Coffee Bar,wild-cherry-coffee-bar,13/1221 Christine Ave,Varsity Lakes,Varsity Lakes,QLD,AUSTRALIA,4227,(07) 5535 1816,https://www.wildcherrycoffee.com.au/,wildcherrycoffee,cafe,Australia,ChIJzYlQtrcDkWsRCgvZs07gIXg,-28.0763268,153.4438756
Fitbox Superfood Cafe Pty Ltd,fitbox-superfood-cafe-pty-ltd,331 Montague Road,West End,West End,QLD,AUSTRALIA,4060,0418 879 271,,https:www.facebook.compgfitboxcafeabout,cafe,Australia,ChIJFxpXF5hQkWsRya4U5DulRdQ,-27.4819427,153.0037785
Cremorne Garden Cafe,cremorne-garden-cafe,4-6 Cubbitt Street,Cremorne,Cremorne,VIC,AUSTRALIA,3121,(03) 9943 4122,http://www.sloaneranger.com.au/,fitboxcafe,cafe,Australia,ChIJgwc3ypNC1moRTvTR1vmBekA,-37.825999,144.992734
Sonder Espresso,sonder-espresso,"Oceanside Secure Parking, 3/3 Eccles Blv",Birtinya,Birtinya,QLD,AUSTRALIA,4575,1300 727 483,https://www.facebook.com/Sonder-Espresso-129522037732688/,,"cafe,stockist",Australia,ChIJr3BeuIaek2sRSj2HW01Z1A0,-26.7471279,153.115247
Rise Mofo,rise-mofo,3/327 Main Road,Toukley,Toukley,NSW,AUSTRALIA,2263,0481 262 881,,risemofo,"cafe,stockist",Australia,ChIJU5vqDlDacmsR6q-wupc-1TE,-33.2668935,151.5493959
Bean Squeeze - Thompson Rd,bean-squeeze-thompson-rd,284 Thompson Rd,North Geelong,North Geelong,VIC,AUSTRALIA,3216,(03) 5278 1834,https://www.beansqueeze.com/,beansqueeze,cafe,Australia,ChIJF_W_6xwR1GoR11hjrIw6MWQ,-38.107329,144.344405
A Cafe Called John,a-cafe-called-john,28 Leicester Street,Carlton,Carlton,VIC,AUSTRALIA,3053,(03) 9191 3811,,acafecalledjohn,cafe,Australia,ChIJFcQr1hJd1moRFisxD-zGSUc,-37.8057644,144.9604436
Mr Morce,mr-morce,183 Ocean Beach Rd,Sorrento,Sorrento,VIC,AUSTRALIA,3943,(03) 5984 1838,http://www.mrmorce.com.au/,mrmorce,cafe,Australia,ChIJZcFpX4M11GoR5NtSz0OF_1A,-38.3412528,144.7353307
Bossy Boots 2.1,bossy-boots-2-1,7 Centre Rd,Brighton East,Brighton East,VIC,AUSTRALIA,3187,,,bossybootscafe,cafe,Australia,ChIJA5PZ-Chp1moRNLjTUT1H2js,-37.914623,145.008243
Newham General Store,newham-general-store,2 Dons Road,Newham,Newham,VIC,AUSTRALIA,3442,(03) 5427 0766,http://newhamgeneralstore.com.au/,newhamgeneralstore,cafe,Australia,ChIJX1VPUz8b12oR7QhIBSxss6Q,-37.3113241,144.5930072
Chestnutt Grove,chestnutt-grove,132 Snell Grove,Oak Park,Oak Park,VIC,AUSTRALIA,3046,0413 722 618,https://www.facebook.com/chestnuttgrove/,,cafe,Australia,ChIJf467zipb1moRGJ5Zaug1Aqg,-37.717702,144.921978
The Basement Cafe,the-basement-cafe,Shop 43 350 La Trobe St,Melbourne,Melbourne,VIC,AUSTRALIA,3000,(03) 9329 8000,http://thebasementcafe.com.au/,basementcafe,cafe,Australia,ChIJ7VqbZTVd1moRUnjQ6wX-cP4,-37.8106785,144.9592774
Raaww Cafe,raaww-cafe,26 Sydney St,Kilmore,Kilmore,VIC,AUSTRALIA,3764,(03) 5781 1828,http://www.wallders.com.au/,raawwcafe,cafe,Australia,ChIJj0jNIFCj12oRMPrHRvjKluU,-37.2933953,144.9515872
Tre Bicchieri,tre-bicchieri,623 Rathdowne Street,North Carlton,North Carlton,VIC,AUSTRALIA,3054,0418 951 755,https://www.facebook.com/Tre-Bicchieri-151186834917725/?fref=nf,trebicchieri,"cafe,stockist",Australia,ChIJuQTXbi9D1moRaL8WtxJK_OE,-37.7905264,144.9714391
GoTAFE,gotafe,27 Docker Street,Wangaratta,Wangaratta,VIC,AUSTRALIA,3677,1300 468 233,http://www.gotafe.vic.edu.au/,gotafe,cafe,Australia,ChIJtz_2ornbJmsR6x13nDcrV4w,-36.3546888,146.3193824
Ghosty Toasty,ghosty-toasty,35 View Street,Bendigo,Bendigo,VIC,AUSTRALIA,3550,0412 943 413,http://www.ghostytoasty.com.au/,ghostytoastydiner,"cafe,stockist",Australia,ChIJO2VDmeJZ12oRJVct3RMYhLM,-36.7588796,144.2773659
Theodore's,theodore-s,4 Saxon Street,Brunswick,Brunswick,VIC,AUSTRALIA,3056,(03) 9380 2446,http://theodor.es/,theodor.es_,cafe,Australia,ChIJJeiD50Rd1moRtkryiJZPpx4,-37.7731384,144.9604089
Halls Gap Hotel,halls-gap-hotel,2262 Grampians Rd,Halls Gap,Halls Gap,VIC,AUSTRALIA,3381,(03) 5356 4566,http://www.hallsgaphotel.com.au/,hallsgaphotel,cafe,Australia,ChIJifzkNlgFzmoRVkm8RbU4bCw,-37.1302934,142.5345815
Bay Grocer,bay-grocer,63 Tennyson St,Byron Bay,Byron Bay,NSW,AUSTRALIA,2481,(02) 5605 8407,http://www.baygrocer.com/,baygrocer,stockist,Australia,ChIJ98nFarNjkGsRMmlrCkz67RI,-28.6505814,153.6152396
Coffee Supreme Shibuya,coffee-supreme-shibuya,42-3-1F Kamiyama-cho,Shibuya,Tokyo,,Japan,150-0047,03-5738-7246,https://www.coffeesupreme.com/,coffee_supreme_jpn,"cafe,stockist",JAPAN,ChIJAcCIX62MGGARGEilMb3hpkQ,35.665717,139.692721
Book and Bed Shinjuku,bookandbed-shinjuku,"8F Kabukicho APM building, 1-27-5 Kabuki-cho",Shinjuku,Tokyo,,Japan,160-0021,03-6233-9511,http://bookandbedtokyo.com/,bookandbedtokyo,cafe,JAPAN,ChIJfSeu7deMGGARRybLRmUjGIw,35.695523,139.701153
Book and Bed Asakusa,bookandbed-asakusa,"6F Pagoda Asakusa, 2-16-9 Kaminari-mon",Taito-ku,Tokyo,,Japan,111-0034,03-6231-6893,http://bookandbedtokyo.com/,bookandbedtokyo,cafe,JAPAN,ChIJSZPePGePGGARtFVVtrxy9ww,35.710989,139.795466
Book and Bed Shinsaibashi,bookandbed-shinsaibashi,"3F Unagida-square, 1-19-11 Higashi-shinsaibashi, Chuo-ku",Osaka-shi,Osaka,,Japan,542-0083,,http://bookandbedtokyo.com/,bookandbedtokyo,cafe,JAPAN,ChIJ73K46mznAGARgjgPXYM0QTQ,34.676268,135.50537
Kent Coffee,kent-coffee,"1-100, Minatomachi",Ichikikushino-shi,Kagoshima,,Japan,899-2101,,https://ichiki.onsen.center/archives/155,kent_coffee_,"cafe,stockist",JAPAN,,31.694876,130.28847
Callies,callies,"5-5-48 Aoinishi, Naka-ku",Hamamatsu-shi,Shizuoka,,Japan,433-8111,053-543-6770,,callies_sandwich,"cafe,stockist",JAPAN,,34.777416,137.70562
Stork Mei,stork-mei,2-3-22 Dou-machi,Yamagata-shi,Yamagata,,Japan,990-0052,	023-615-0403 ,https://stork-hair.com/,mei.yamagata,stockist,JAPAN,,38.270011,140.343966
Stork,stork,4-5 Ennouji-machi,Yamagata-shi,Yamagata,,Japan,990-0052,023-609-9531,https://stork-hair.com/,stork.yamagata,stockist,JAPAN,,38.265754,140.342863
Stayful Life Store,stayful-coffee,"002 Kichijo-ji GALAXY III, 1-16-1 Shimorenjyaku",Mitaka,Tokyo,,Japan,181-0013,0422-24-8744,,,"cafe,stockist",JAPAN,,35.698436,139.570057
The Life,the-life,"1F Dai-ichi prince building, 8-13 gion-machi, Hakata-ku",Fukuoka-shi,Fukuoka,,Japan,812-0038,092-292-1070,https://thelife-hostel.com/,"thelife_hostel
",cafe,JAPAN,,33.591527,130.411405
Papier Tigre,papier-tigre,"3-10-4-1F Hama-machi, Nihonbashi",Chuo-ku,Tokyo,,Japan,103-0007,03-6875-0431,https://papiertigre.jp/,papiertigram_tokyo,cafe,JAPAN,,35.684629,139.788572
Ruokala Kissa,ruokala-kissa,1-4-10 Nakadori,Kure-shi,Hiroshima,,Japan,737-0046,0823-25-2137,https://ruokalakissa.com/,ruokala_kissa,cafe,JAPAN,,34.243727,132.563444
